userId,movieId,rating,timestamp
93051,3098,4.0,993666508
88325,190949,3.0,1552804077
155060,282,2.0,844672023
145586,4288,3.5,1111185136
173292,197,3.0,843081167
40630,1085,3.0,868708004
157364,7451,4.5,1527652260
101925,25,4.0,940510946
70211,1954,3.5,1199904489
161180,54286,1.0,1668672335
33611,7361,4.0,1172385309
67554,6539,4.0,1211332090
155702,2421,3.0,952561053
82921,64614,3.5,1474725114
113309,6291,4.0,1595850998
26769,1358,2.5,1371334963
77595,19,3.0,1049300740
55241,3826,3.0,1243058595
23945,1219,3.5,1510446003
126496,5500,3.5,1467515837
196781,4406,4.0,1436289294
145369,849,2.0,948434327
18428,31696,5.0,1618555488
115892,2501,3.0,1013735948
14490,4878,4.0,1485564896
120552,33004,3.5,1115711632
42545,110675,4.0,1446742716
181447,2908,4.0,1298548647
121898,2431,1.0,1117511971
176395,4816,4.0,1439578215
175325,2672,3.5,1450164224
29262,209917,3.5,1588405019
60447,2311,1.5,1141760316
99491,318,3.0,842356234
35502,2997,5.0,975453788
104397,116797,5.0,1476708876
64855,7361,5.0,1447932494
179275,1,3.5,1222031839
72945,440,4.0,844079985
90436,1488,3.5,1430219318
26536,87869,2.5,1461070559
102157,2081,2.0,946525694
7937,117863,5.0,1560383712
17863,54997,3.0,1189534860
166368,7323,3.5,1481022865
142955,1078,4.0,1136187216
3630,51935,3.0,1523493289
2268,1721,4.0,1498284228
16754,3267,3.0,1078003042
10108,1801,2.5,1063468241
561,3969,4.5,1518181004
148288,6155,5.0,1264904107
65902,3863,3.5,1232067371
110080,475,4.0,1130317207
23463,84152,2.0,1524348629
39183,44,2.5,1073622195
32514,60,3.0,1378595557
118493,608,4.0,995973834
191635,1028,5.0,942774065
92638,1148,3.0,1180267764
43938,2959,4.0,1449337978
160463,7285,3.0,1660327400
10810,8609,3.5,1578906210
121602,60069,5.0,1554648506
175467,3160,3.5,1320444673
14599,318,5.0,1451496957
190841,4489,4.0,1538156856
149176,420,3.0,1240231489
175974,508,4.0,1565867292
139709,7,3.0,953272120
2603,6934,4.0,1502709569
72241,480,3.5,1429554413
50845,168252,4.0,1653503217
152855,492,4.0,851633099
5712,2078,4.0,1508844483
78665,114060,3.5,1506498746
187648,3947,4.5,1089486713
51626,44694,4.0,1186686799
198676,177939,3.5,1610309952
79062,256,2.0,1300971553
67494,8340,4.0,1522113365
43692,480,3.0,864681062
153550,1086,5.0,1037052472
159919,4318,3.0,992016078
100429,593,4.5,1634151469
177345,1690,4.0,892757876
81357,2297,3.5,1056699299
28306,2908,4.0,1017662034
134105,70159,3.5,1462911770
47859,3000,3.5,1131183583
74082,87232,4.0,1352420395
170510,593,5.0,1567884579
183680,2279,3.0,1093295026
141015,1036,3.0,1191906735
173092,5679,4.0,1035769874
176747,16,4.5,1348610605
185824,3615,4.0,959708102
128869,1375,3.5,1507879964
75377,49272,4.0,1244232455
200352,68237,4.0,1442154017
173222,2797,3.5,1463958936
196329,8972,2.5,1155003720
114616,103688,5.0,1411748930
103690,3725,5.0,1632073084
70361,81834,4.5,1589243285
153395,34,5.0,983859509
178719,193950,4.5,1613966636
101856,6441,5.0,1455400990
186644,6377,4.0,1084238234
124363,190555,4.5,1585055055
85971,94864,4.5,1513559185
75815,2716,4.0,1586107689
176043,1682,3.0,1518062840
91254,7646,3.5,1238591648
95978,1242,4.0,1015284746
96081,4464,2.5,1086725677
48470,5110,4.0,1514662479
130223,3948,4.0,1439250796
1089,33646,1.0,1499623879
25425,780,5.0,843131466
702,74916,2.0,1450296889
85382,96588,4.0,1667887580
119378,317,3.0,834805119
137659,113862,4.0,1585938961
81118,555,4.0,1141832579
13183,4018,2.0,986764414
145783,168,4.0,843500512
147587,201773,5.0,1664558307
45560,943,3.0,1058853183
77595,5505,4.0,1049297728
95419,80463,3.5,1472844254
141058,277034,3.5,1677990581
24294,8985,1.5,1538361858
56070,2107,5.0,1004707674
92477,6287,2.0,1645973925
8823,1399,3.0,1093200942
73135,2117,2.0,938738951
129641,588,3.0,836863521
155002,946,4.5,1209963736
47549,4973,3.5,1494103802
86324,74458,4.0,1441183973
151159,858,4.0,1029116910
172578,73321,3.0,1470271238
145936,4878,5.0,1500071385
22499,594,5.0,859511115
174192,3006,5.0,1299345616
61806,410,3.0,833468051
40464,380,4.0,829144082
124582,4995,3.5,1562349527
24175,112556,2.5,1592461950
48594,2916,4.0,942413359
75925,1274,4.0,1110215783
6587,6586,3.0,1694827029
83218,4306,2.0,1492457406
83153,1968,4.0,1462636364
88625,3006,3.5,1053536787
188545,1380,3.0,999391029
98015,2455,5.0,1676115250
104354,48516,2.5,1621430696
196657,6934,5.0,1129593639
170213,93363,4.0,1439474752
132245,92420,3.5,1679491337
181110,1378,2.0,1268297498
103790,59369,4.5,1546031823
93116,459,3.0,845472293
34538,1202,5.0,945219924
57231,780,5.0,851872424
143363,59306,2.5,1220071968
129598,648,4.0,880368997
68683,1371,3.5,1105342656
111765,95558,4.0,1360401208
38952,1196,4.5,1659539803
1637,380,3.0,974785523
144887,32,5.0,1460087672
22049,79,2.0,840399540
114219,54995,4.5,1447981274
138455,2959,4.5,1160020371
125813,471,4.5,1113273743
10844,70728,3.5,1557749511
14138,160,2.0,841247680
133655,318,4.5,1296928800
76942,2100,4.0,974787152
137300,1201,5.0,1436729740
16647,33794,4.0,1691189322
148948,1217,3.0,1193342375
154766,47,4.5,1512054992
97297,2181,2.5,1116079551
190285,1244,4.5,1584822645
79636,92259,4.0,1452635238
199643,139385,4.5,1619541076
122292,2529,3.5,1518593587
150058,904,5.0,1007329126
197892,8636,3.5,1443394412
63277,6659,3.0,1097215622
116109,592,4.0,829817417
141096,1580,4.0,1268753387
116758,95167,3.5,1451345247
37717,5151,3.0,1079266309
168955,3785,4.5,1299290016
24715,786,4.0,902606610
117157,4995,3.5,1235235831
50262,109374,4.0,1482745496
52104,2542,4.5,1169846831
165265,58303,3.5,1218130765
70561,122904,5.0,1571197267
152375,246,4.0,956693413
127519,5349,3.0,1504125664
51524,7387,5.0,1374776713
102418,8665,5.0,1170576734
166165,35836,2.0,1226068662
65980,36517,4.0,1158509779
41219,5784,2.0,1394150718
31167,3327,5.0,976585929
36348,435,4.0,1116439683
191488,5325,3.0,1123437552
148047,4448,3.5,1609251005
158407,102993,3.5,1677274424
176424,62849,4.5,1475493070
53192,187595,3.5,1547604936
104158,745,4.5,1467907677
7534,7361,5.0,1438020204
21997,4886,3.5,1225478135
187766,2028,4.0,988281890
102281,830,3.0,942419896
128942,61236,5.0,1606499700
52549,1172,3.5,1437212361
165193,134853,3.5,1647148399
66306,64839,5.0,1251299557
96348,1265,4.0,1548293574
72920,1210,3.5,1595391005
175436,2052,1.0,927785677
46902,1046,4.0,950069227
125366,81132,5.0,1330136692
159579,1717,4.5,1650831900
171610,1265,5.0,1599320596
171159,3147,5.0,1496515770
17253,167370,3.0,1505789706
126964,1127,4.5,1114685657
133437,90890,2.5,1529983331
163909,77455,4.5,1295988079
191715,589,5.0,1472299873
46940,3176,2.0,1022281780
109195,1197,3.0,1592489092
87281,515,5.0,963019214
115348,68073,4.0,1260783488
70118,3984,4.0,1240980117
60322,6373,4.0,1304819023
116103,2599,4.5,1120279454
147464,1088,4.0,1232144153
107571,2762,4.0,957905220
133556,4007,2.5,1599970263
24992,6502,3.5,1059176897
66750,3998,3.5,1576722825
131678,1969,2.0,1591911199
111520,965,3.5,1059198926
20454,2359,5.0,986258863
193951,69122,1.0,1675888542
112516,253,4.5,1141625341
21612,115244,3.5,1592526268
122315,1513,4.0,1360436078
42157,3061,4.0,968896421
200649,2391,5.0,936267179
183824,78499,4.5,1281359592
100569,6582,3.5,1511276546
131780,3081,5.0,1545326258
43975,143035,4.0,1615848470
111569,260,5.0,1623503569
117527,101415,4.0,1451284875
84589,102125,3.5,1611948458
42762,838,3.0,956683881
147830,96829,4.0,1596227205
29008,176419,1.0,1547737175
100117,49286,3.5,1524561454
47066,1027,4.0,941571473
165102,2797,4.0,1049821452
94509,4887,2.0,1694192920
75607,46976,3.0,1617684994
152831,48394,4.5,1266034852
79783,122900,1.5,1460854112
135453,2950,2.0,944960960
193496,49278,3.5,1683823601
28397,4223,4.0,1094761108
39638,292,3.0,846358490
20744,3185,1.0,1020442538
11546,2683,3.0,1287778730
194199,440,3.0,1111572040
25668,139642,4.5,1449154024
109826,36,4.0,1586380893
28798,2194,3.5,1241452061
6379,4052,2.5,1183761349
4798,128360,5.0,1471526992
26828,1345,3.0,979096079
149147,733,3.5,1242568345
53096,4901,1.5,1145335747
12650,55071,3.5,1272234313
22164,219726,1.5,1596843158
134121,4963,4.5,1164420333
159685,5524,3.0,1325420352
46273,1466,4.0,1479088933
200281,117529,3.0,1515807191
106205,163134,4.0,1552402819
150258,77307,0.5,1321374164
97572,2997,5.0,1010985685
41269,89492,4.5,1579200537
107621,1136,2.5,1337369603
75263,1608,3.0,944961386
103276,1917,3.0,1278962481
114534,76251,4.0,1607285654
55413,38388,4.0,1537122637
29588,6947,5.0,1466967170
57660,153,3.5,1411245450
176551,4643,0.5,1156879842
70759,8815,0.5,1154727883
139452,64614,2.5,1492448201
153266,4011,5.0,1037072129
182796,5669,3.5,1221087344
45876,5602,3.5,1181504119
37392,70286,5.0,1500485021
184181,45517,2.0,1504836469
44844,117529,4.0,1660341694
181879,48394,4.5,1588962886
157355,593,3.5,1206581713
163298,910,4.5,1649341810
31198,55765,5.0,1541957249
45235,1029,5.0,849599430
131262,452,3.0,833975817
200703,2693,5.0,982853362
108632,104,3.0,1111477552
159555,61705,1.5,1499622456
75982,47640,4.5,1447337339
130242,509,4.0,1005832874
152996,109042,2.5,1557225850
50651,92259,5.0,1461672960
7473,2670,4.0,945814243
142662,2006,3.0,1040838545
82836,5378,4.5,1191551778
196537,6807,4.0,1597368525
100844,1394,4.0,944952815
115239,3594,2.5,1168837021
86167,543,2.0,1175649283
155382,597,4.0,838637326
133005,44,3.5,1184485655
10799,48,1.5,1118094626
87012,595,2.5,1222625310
169154,3307,4.0,1599225789
78382,66,3.0,839431904
140410,5679,3.5,1190278851
128831,4844,4.0,1230782948
103968,73017,3.0,1498972930
175271,7044,4.5,1333953187
7416,122918,5.0,1524884700
9660,202393,3.0,1628457542
3890,858,3.5,1493942625
38916,71579,3.5,1628163120
86257,745,3.5,1239573384
118243,81847,3.0,1465415143
9977,7346,2.5,1118894135
3441,1249,5.0,1103691013
155002,6611,5.0,1118894924
144373,97913,3.5,1478483949
140792,60040,3.0,1298489066
6137,82041,4.5,1368893526
116084,1086,5.0,1591450957
40820,2563,4.0,1236864867
12332,296,5.0,1516308428
132030,5349,4.5,1102984520
151727,1717,3.0,974661953
162426,1270,4.0,1200195346
115343,218,4.0,877823269
17045,381,3.0,848328013
25578,3256,4.0,1105843996
102449,595,4.0,836146888
174356,1991,3.5,1641751637
26014,4306,3.0,1427576763
199482,858,4.5,1573096679
130842,7323,4.0,1595986961
33704,1953,4.0,1106422894
100100,3301,4.0,1281982216
100332,111,3.0,833553695
24972,2470,4.5,1113800541
13009,2707,4.0,1101231495
120635,2239,4.0,943026237
183186,60341,4.0,1222373260
3251,91500,3.0,1469674838
38661,43936,4.0,1485758247
114313,167426,3.5,1578188264
78054,6769,2.5,1078929994
40292,1959,4.0,945553048
73774,34150,2.0,1635132215
80617,508,3.0,838133757
139390,3257,3.5,1295657937
7301,431,4.0,1236169189
190660,4002,4.0,1119135098
44940,74458,5.0,1581370672
46905,4666,2.0,1001549658
114366,3733,4.5,1337238598
91770,79987,4.0,1370344819
182968,2108,4.0,927417267
176520,61323,3.5,1307144237
198515,25801,3.0,1268285979
105394,114762,3.5,1466238703
13163,3404,3.5,1068825572
120445,160315,2.5,1554589278
148955,7361,3.5,1218399359
17796,3552,4.0,1324183944
173412,106782,3.5,1555363936
95559,1584,4.0,937324798
7795,148956,1.5,1632527562
11687,8972,3.0,1581734895
283,1610,5.0,996890099
145369,5010,4.0,1074643863
175181,2804,5.0,1260806177
132908,364,4.0,1619461455
55378,185,3.5,1111566467
93037,2683,3.0,1159239219
69567,122892,4.0,1483744959
167784,6979,3.5,1089824909
13442,94985,5.0,1472539082
197422,3081,3.5,1454638150
121499,2105,3.0,1282560641
105322,5349,5.0,1618109174
41143,2571,4.5,1147185378
165710,91978,1.5,1329323878
26590,2252,2.0,941561446
37056,165551,4.0,1691866778
161421,316,2.0,837304353
106228,2119,3.0,945568007
117031,5587,3.0,1397258498
175564,4014,4.0,1049930311
93438,318,4.0,1554683659
141812,4681,3.5,1165464582
175785,6156,4.0,1507689129
161288,3704,2.5,1071552350
136806,96751,5.0,1349622852
32965,3916,3.5,1225546955
14674,1772,2.5,1648276786
702,6787,3.5,1420133152
20142,6947,4.0,1072112540
153951,60069,5.0,1419260977
92958,1379,1.0,862830609
131626,589,4.0,944941103
63592,3527,3.0,1305953966
41219,8957,3.5,1394149576
65594,653,4.0,855564990
94892,5989,4.0,1478573320
83882,1221,2.5,1320684268
58749,355,0.5,1111502625
83562,349,4.0,944951874
60437,1249,4.0,1225286983
177834,188383,3.0,1690638670
53716,60684,4.0,1468301372
12324,858,5.0,975538484
34947,911,2.5,1240430774
151303,1527,5.0,1468551558
171591,1517,3.5,1451524477
28313,93838,3.5,1555415171
30374,1233,4.0,969318063
1544,54001,3.0,1475153965
88548,102686,3.0,1620762288
190235,193944,4.0,1544306174
181537,648,2.0,923503650
631,1291,4.0,1605981750
135736,5299,5.0,1165281556
23303,3060,5.0,942150062
175849,5618,0.5,1681502158
124098,1326,1.0,1007419388
65712,1587,4.0,959296489
95561,2671,3.0,1518816007
46753,926,4.0,938825668
183358,1129,4.0,1692848768
2376,70,4.0,965192546
52160,4992,1.0,1049778062
146662,33660,3.5,1573254602
137632,552,1.0,849028660
36135,62394,4.0,1353430019
141368,51662,5.0,1686905323
178531,1059,0.5,1269443090
49165,3994,3.0,1551665339
107735,46578,4.0,1457244743
15399,90405,3.0,1457177101
94901,440,4.0,833559790
133081,6791,4.5,1200341454
458,2959,5.0,1655650271
186703,51037,3.0,1563978901
162342,2058,4.0,1005263778
32500,2496,2.0,1058811126
113822,8094,4.0,1128378966
57220,60069,5.0,1586795547
189901,4238,4.0,1005252002
33817,68159,5.0,1498880960
107031,6755,2.5,1225652489
80657,161,3.0,839419804
36684,45720,4.0,1605553132
13492,41226,2.5,1246254717
48050,104243,3.5,1500739239
147452,31123,2.5,1443214853
20999,78266,3.5,1295240018
44788,2541,3.5,1328925613
159776,173979,3.0,1599506143
149055,3173,4.0,1343253005
40765,77364,3.0,1617456641
174941,160438,3.5,1590259707
152322,4890,2.5,1077131330
132839,111360,2.0,1575881592
97027,2781,2.0,974620444
127516,149334,4.0,1676014942
143642,90376,5.0,1447176720
14211,88744,5.0,1465787869
198166,106100,5.0,1463791972
38042,186,3.0,845550933
30884,86332,3.5,1557308908
94059,97913,4.0,1491249029
174684,256,3.0,845153306
127933,480,4.0,834258754
28683,5836,2.5,1142273741
85997,1276,4.5,1271421055
87587,4246,4.5,1139860911
61737,2858,4.0,1588063035
170180,132456,4.5,1463833281
132651,2329,4.0,1258678596
77715,5349,1.0,1445582233
26564,3751,5.0,975453944
20455,48774,3.0,1569798304
39716,3,2.0,1107294671
151708,5266,3.5,1462999149
153903,5903,1.5,1439775193
108412,158619,4.5,1676870649
62009,111,4.5,1439797231
92213,112852,2.0,1510324089
63673,4369,4.0,993627114
35163,4085,3.0,1432702445
199023,1041,4.0,1481499038
87553,2064,5.0,946839095
93579,115149,3.5,1615495047
79306,345,4.0,857406114
54453,5970,3.0,1059208251
118920,3917,3.0,1435612520
22815,1954,4.0,996076203
197882,1588,1.0,953828911
54070,6118,3.5,1173413279
128734,1333,4.0,1010898551
185891,146656,1.5,1514297782
167448,1438,4.0,940872790
3100,117176,4.5,1590059576
166470,1298,5.0,966788243
146993,22,4.0,1182077554
177362,3751,2.0,1109392734
188840,377,4.0,840394676
163203,54001,5.0,1524116315
183330,380,4.0,1123196863
173529,110102,4.5,1617930654
93600,333,3.5,1118689169
188106,2116,2.0,1107147063
165077,875,2.0,945458439
149109,1587,5.0,1563896926
66070,4378,4.0,1236026009
175567,589,5.0,833034042
161225,457,4.0,1180988995
56008,79357,2.0,1503945060
64440,2167,3.5,1089808764
26687,55814,5.0,1483467591
58222,6331,5.0,1430726493
177715,67408,2.0,1286489481
135084,6934,4.0,1510559596
85170,5989,4.0,1440005517
10645,1704,4.0,944141892
89013,592,4.0,838714439
22266,379,3.0,1231407474
79366,7087,3.5,1171157156
197118,1086,4.5,1531078873
181859,7153,3.5,1493552947
166191,50,4.0,938883869
6654,4545,2.5,1575263991
70362,174727,4.0,1544685493
162850,80549,4.0,1612084081
134969,100108,3.0,1521333336
85263,293,4.0,1676062070
49586,151,4.0,1045161855
54137,8729,4.5,1219600002
141881,56174,4.0,1628072312
40937,72131,3.0,1265038043
73172,2442,5.0,979341935
44291,832,5.0,854564502
200000,1262,5.0,1005522252
104961,1409,4.0,862518794
115870,4963,4.5,1197959389
101512,2421,3.5,1251719731
127292,2916,4.0,1633031255
97317,40629,5.0,1424399999
113090,97936,3.5,1378672074
97085,1485,3.5,1545548248
112473,195159,5.0,1571106357
197174,6711,4.5,1111647024
548,4226,5.0,1687486376
185931,1288,5.0,974842625
172800,177593,5.0,1546361928
76084,201646,3.0,1604264640
17493,1258,3.0,1026831935
1916,4995,2.5,1575951963
177580,86644,3.0,1439776151
114416,3977,2.5,1111566240
152237,527,5.0,1595469850
56017,1320,3.0,1232900600
153779,74789,1.5,1534693602
51634,1015,2.5,1095811284
134403,35957,4.0,1137175757
20959,2,4.0,1495997258
76870,4855,4.0,1012094894
188936,278176,3.5,1674878992
133623,111856,2.0,1458257224
119859,47099,5.0,1610903062
78338,1089,5.0,900949786
152128,6281,3.5,1546714036
102393,118710,4.0,1677181244
19318,61401,1.5,1504729031
55232,54272,4.0,1605874319
164723,2455,1.5,1172082189
48484,56563,3.0,1429842201
169955,38038,3.0,1541788154
108641,114795,3.5,1496592648
8748,7156,4.0,1118258374
187828,2600,3.0,1618110523
153359,653,3.5,1343840651
70102,68954,2.5,1683643456
43316,520,2.5,1094926200
195422,32,4.0,1368906531
99512,8360,5.0,1580615832
44152,91485,5.0,1490225541
126049,32,3.0,1078201961
192468,2188,3.5,1112521118
34227,102903,5.0,1626947452
194187,4299,3.0,1419365541
141003,910,3.5,1191239644
56967,142765,5.0,1638991667
19465,4638,3.0,1503439928
193284,72378,0.5,1272158829
66504,1643,4.0,904547154
73645,5419,4.0,1554597256
20587,5902,4.0,1592659864
159978,6218,5.0,1627695413
133523,30793,4.5,1415749410
187894,160438,4.5,1661397336
130973,314,5.0,863292504
4305,1228,4.0,879825015
167729,187541,4.5,1615327750
13985,1100,4.0,1275152416
68651,50,5.0,962143531
172533,2946,4.0,1052240910
84854,2863,3.0,954390047
104543,69844,4.0,1451196961
68065,5541,3.0,1595970786
24480,217465,3.0,1599994036
97795,912,5.0,965332319
19685,3527,4.0,1606314703
198143,2058,3.0,943625628
122850,1663,4.0,977499299
3484,1387,3.0,1482092807
177901,4367,4.0,1101295444
133145,4369,1.0,1561375516
198256,6537,3.0,1465098744
20994,1135,3.0,943560802
50115,165,3.5,1192472649
93610,85438,3.0,1463763794
10561,317,3.0,841272347
90396,2174,4.0,945630050
160919,90746,3.5,1485669031
71547,318,4.0,845186337
30530,8360,3.0,1182556812
75899,6566,1.0,1314715908
137832,232,3.0,939596322
159694,3911,4.0,1265186632
46232,5114,3.5,1288581603
150866,192379,3.5,1609694664
56040,60126,3.5,1585385356
10538,70,4.0,1663640367
25513,2384,4.0,945052620
161469,7458,5.0,1189503662
8469,266,4.0,945883182
95481,195273,3.5,1583691731
153418,2944,4.0,947968433
67808,1196,5.0,942307325
94830,2302,2.0,1131810739
163987,1036,4.0,1429845536
1216,139385,5.0,1486075314
126256,34,3.0,1225569169
155822,798,1.0,971709824
171386,2861,2.0,962676105
53737,4963,0.5,1054271888
198511,188307,2.5,1658232459
91872,5989,4.5,1640955738
58580,56367,3.5,1637379607
122491,2571,4.5,1429221344
1215,122916,4.0,1659289682
16005,605,3.0,899921090
98467,2193,2.5,1510425136
23256,47836,3.5,1284768874
118812,1503,2.0,994968521
29117,110,2.5,1087263323
86005,2716,2.5,1249826172
56260,924,3.0,908211386
45204,47,4.5,1106895090
20128,613,2.0,947112853
78079,64278,4.0,1323711449
157684,174055,3.0,1632917643
69279,229797,2.5,1640385055
74356,1136,5.0,939679984
121729,163949,4.0,1550586123
132839,63113,2.0,1570909698
156776,80549,3.0,1329467633
18214,31685,4.0,1288600817
147543,3256,4.0,1278132368
135032,149334,3.5,1645514270
107193,3535,5.0,1475609792
54320,39427,2.5,1196720376
185146,1639,4.5,1141568636
14674,69481,3.0,1648447421
181118,167064,3.5,1488000966
98534,260,4.0,1111623233
195533,1537,5.0,1042394813
176465,7153,4.5,1500227837
29451,1270,3.0,1460989036
121994,1208,4.0,1499968475
101646,64614,4.5,1439982779
14141,4226,3.5,1247204705
85382,207313,4.0,1667886906
177926,2294,3.5,1151463528
88187,2791,5.0,988648662
140595,2707,4.5,1282761053
43170,4016,4.0,1214086807
167517,2571,5.0,973908004
105341,50011,5.0,1540671193
79722,237,3.0,830201517
30250,367,3.5,1166275365
139600,160271,3.0,1631617723
190540,260,5.0,858613605
3752,1233,4.5,1449663136
193043,56782,5.0,1224199476
50276,208,3.0,835744833
51384,4359,3.0,993851492
196832,183197,0.5,1621824060
200689,1270,2.0,1504451487
36645,60069,4.5,1590021192
137243,7090,4.5,1205177803
198154,74458,4.5,1512369309
112934,6696,4.0,1072291091
176117,47099,3.5,1167609395
177954,1831,2.0,1076763078
186327,432,3.0,835877495
22816,42013,3.0,1233563445
70742,186177,2.5,1599741956
26808,2028,5.0,905554942
153690,1350,5.0,966286150
4218,30793,4.0,1146843535
143068,96079,3.0,1437002471
70878,1086,3.5,1107830243
109705,4482,1.0,1005432311
87766,180,4.0,855347755
179238,553,3.5,1602666742
191815,106487,4.0,1419971014
142583,3030,3.0,1269987899
77479,107,3.0,1359593475
177148,43919,0.5,1354412741
85893,910,4.5,1161139914
2953,593,3.0,959014291
35163,1968,5.0,1432702121
39626,2028,3.5,1468202606
32605,2391,3.5,1197828765
89951,62374,3.0,1420306380
127622,5989,4.5,1528531961
29949,2028,5.0,1594350819
141900,3753,3.0,974778893
1995,910,4.5,1609805004
197799,4466,2.5,1258992232
118290,2716,2.5,1111099119
82081,653,4.0,1200245359
172007,2770,4.0,1320882020
88858,1485,4.0,900174483
181104,56174,3.0,1198879750
147034,3501,2.0,999200415
174863,168250,3.5,1512045435
169469,521,2.0,978462640
133941,196317,2.0,1627301475
65186,432,2.0,959799943
18495,1704,4.0,1452033754
196347,1307,2.0,1480891495
106542,50,4.0,1074832161
81807,2858,3.0,977446791
62866,350,4.0,835386459
81012,31,5.0,834067732
52435,1381,3.0,850435347
108381,3639,3.0,1397963322
12894,1258,3.0,1330732218
54779,122896,2.5,1585762461
189032,6365,4.0,1455467696
72579,1408,4.0,958769354
118141,7380,3.5,1452978873
23151,167036,3.5,1514407331
166729,148626,4.5,1587059391
77101,480,2.5,1075806275
52992,116797,0.5,1539353493
39642,3354,2.0,1439822440
153511,4848,4.0,1450121165
43635,2425,4.0,976912395
89658,2539,2.5,1378227686
102509,2572,4.0,979946970
140973,1217,4.0,1589684746
107718,1027,4.0,1555909723
188409,4720,3.5,1549260009
166491,57669,1.5,1472145377
25184,2640,4.5,1455588190
105395,1183,4.0,891658207
143761,168,4.0,1025567032
163910,73319,3.5,1545067570
93824,1101,3.0,949285593
124236,2528,3.0,1569065441
5323,4027,2.5,1072586688
64249,339,3.0,833460769
148000,2155,1.0,965436923
175962,674,4.0,1085427763
152988,3113,3.0,1291925580
20535,4034,5.0,1222302119
128445,2291,3.5,1350859476
5951,1297,2.0,948425497
165295,1298,0.5,1443281255
153754,6985,4.0,1576879198
54565,95,3.0,843830146
26049,1259,5.0,949892218
34514,5377,4.0,1111833987
141043,2018,5.0,966637124
61444,26662,4.0,1431999710
163180,134130,3.5,1602767208
80035,587,3.0,925858206
148166,67255,3.5,1638694227
126959,3708,5.0,1021950330
187829,110,5.0,834052573
22472,5989,3.5,1189359308
28423,1088,3.5,1529358174
99333,349,5.0,831379054
151190,2571,4.5,1474560061
30329,8885,2.0,1502344237
46911,16,4.0,867376077
85520,541,2.5,1692852931
189637,1079,4.0,1161729856
198429,2090,4.0,935251400
159396,60950,4.0,1484938102
57905,419,3.0,840138995
133941,206419,3.5,1627301480
33616,3275,3.5,1544864164
102490,3453,2.0,993344612
200870,96821,5.0,1415491193
153408,4886,4.0,1563079939
144881,3751,3.0,1200260511
109079,5479,2.0,1121994542
97418,4060,4.0,1059219475
71873,56171,2.5,1202861303
46172,357,3.5,1639801295
144232,26776,3.0,1592694853
134350,171583,4.0,1677892924
190279,296,5.0,1629519022
106697,1527,4.5,1470854860
68249,2505,3.0,1238099715
34488,1732,4.5,1253226460
87007,191899,5.0,1558738312
101806,5135,3.0,1445489197
9938,4638,2.5,1493171584
120908,3167,5.0,974677144
92943,3453,2.0,1204973931
60896,350,4.0,848474868
87095,1230,4.5,1101745597
72002,1136,5.0,1502894099
128644,32587,3.5,1642287701
60447,2117,4.0,1145290185
119681,6301,4.5,1224462011
178327,317,0.5,1137784727
96360,780,1.0,855552956
80801,33669,3.5,1476494942
17856,186459,1.0,1585181966
130965,454,4.5,1185774777
38185,1282,5.0,950156913
135144,72998,3.5,1512767836
120388,1968,5.0,1345005254
133352,1923,5.0,953761200
87281,1293,4.0,963148911
115405,3076,5.0,974660388
86969,176371,4.0,1579224318
