userId,movieId,rating,timestamp
182968,2108,4.0,927417267
105394,114762,3.5,1466238703
120445,160315,2.5,1554589278
7795,148956,1.5,1632527562
175181,2804,5.0,1260806177
132908,364,4.0,1619461455
93037,2683,3.0,1159239219
167784,6979,3.5,1089824909
136806,96751,5.0,1349622852
153951,60069,5.0,1419260977
63592,3527,3.0,1305953966
2376,70,4.0,965192546
49165,3994,3.0,1551665339
159776,173979,3.0,1599506143
174684,256,3.0,845153306
85997,1276,4.5,1271421055
132651,2329,4.0,1258678596
77715,5349,1.0,1445582233
20455,48774,3.0,1569798304
108412,158619,4.5,1676870649
62009,111,4.5,1439797231
3100,117176,4.5,1590059576
146993,22,4.0,1182077554
177362,3751,2.0,1109392734
161225,457,4.0,1180988995
177715,67408,2.0,1286489481
54137,8729,4.5,1219600002
40937,72131,3.0,1265038043
115870,4963,4.5,1197959389
113090,97936,3.5,1378672074
548,4226,5.0,1687486376
1916,4995,2.5,1575951963
20959,2,4.0,1495997258
76870,4855,4.0,1012094894
133623,111856,2.0,1458257224
55232,54272,4.0,1605874319
164723,2455,1.5,1172082189
187828,2600,3.0,1618110523
34227,102903,5.0,1626947452
194187,4299,3.0,1419365541
66504,1643,4.0,904547154
130973,314,5.0,863292504
198256,6537,3.0,1465098744
10561,317,3.0,841272347
159694,3911,4.0,1265186632
163987,1036,4.0,1429845536
198511,188307,2.5,1658232459
58580,56367,3.5,1637379607
16005,605,3.0,899921090
69279,229797,2.5,1640385055
74356,1136,5.0,939679984
156776,80549,3.0,1329467633
135032,149334,3.5,1645514270
181118,167064,3.5,1488000966
50276,208,3.0,835744833
112934,6696,4.0,1072291091
22816,42013,3.0,1233563445
70742,186177,2.5,1599741956
191815,106487,4.0,1419971014
32605,2391,3.5,1197828765
89951,62374,3.0,1420306380
1995,910,4.5,1609805004
169469,521,2.0,978462640
62866,350,4.0,835386459
81012,31,5.0,834067732
52435,1381,3.0,850435347
54779,122896,2.5,1585762461
39642,3354,2.0,1439822440
140973,1217,4.0,1589684746
93824,1101,3.0,949285593
175962,674,4.0,1085427763
165295,1298,0.5,1443281255
61444,26662,4.0,1431999710
80035,587,3.0,925858206
22472,5989,3.5,1189359308
99333,349,5.0,831379054
198429,2090,4.0,935251400
57905,419,3.0,840138995
97418,4060,4.0,1059219475
71873,56171,2.5,1202861303
68249,2505,3.0,1238099715
92943,3453,2.0,1204973931
60896,350,4.0,848474868
128644,32587,3.5,1642287701
130965,454,4.5,1185774777
120388,1968,5.0,1345005254
87281,1293,4.0,963148911
86969,176371,4.0,1579224318
64135,1219,3.5,1299773444
139931,55820,3.0,1383822146
97140,3018,4.0,1621349960
41555,1101,4.5,1065119295
118046,590,3.0,1109877285
170863,203,5.0,834347499
120529,122900,5.0,1503987270
30916,2355,4.0,1111490713
114877,110501,2.0,1500396128
94119,6163,4.0,1434877929
112504,2353,5.0,1272136490
50841,150,2.0,832880706
155323,3566,5.0,1049755380
119232,5445,4.5,1549408457
62409,4321,4.0,1323061942
81608,589,5.0,1153864505
9103,108932,3.0,1651848111
71688,105504,2.5,1416598516
170865,2054,5.0,1522151084
176980,1378,5.0,851088657
153791,8533,5.0,1431642803
155149,1875,4.0,1009101005
25283,4367,2.5,1131572693
126615,64030,4.0,1499538412
72871,57528,3.0,1334885922
27808,10,4.0,1108057992
21334,1100,4.5,1353250639
116833,88810,3.5,1430087685
61829,96417,3.5,1455322250
11070,5574,4.5,1180333135
39889,8969,4.0,1483507749
633,34532,4.5,1158818883
102131,203375,5.0,1690868159
175627,3052,4.0,1549833129
48273,2078,4.0,944901985
185486,5481,2.0,1353199469
7825,318,5.0,1471727723
25712,44,4.5,1543735399
56465,8529,3.0,1167369471
197278,1500,3.0,949814569
88638,209965,4.5,1581068500
163268,2710,2.0,1435534724
15100,593,4.0,1399825960
121484,242906,4.5,1656706780
67639,3327,3.5,1111546366
119958,1500,2.5,1081105379
147830,541,4.0,1596226792
156148,2671,1.0,1196302792
75121,1658,4.0,940590185
139716,3740,4.0,979328646
115067,932,4.0,951065700
5527,68954,4.0,1577815032
98200,5420,1.0,1415380992
196076,2016,3.0,914976294
69641,56775,4.0,1211376968
194679,96610,3.5,1602868522
35263,216963,4.0,1674760671
120586,4993,5.0,1111587254
15288,6612,4.0,1181104954
53661,136580,3.0,1464915852
154640,296,5.0,1002247985
13184,2762,5.0,1587910758
47484,32,2.0,1431616666
140814,720,4.5,1404305687
87011,111235,3.5,1567957503
20302,142997,3.0,1507654879
184732,81847,3.5,1605542937
193209,1049,2.0,998529923
191274,2313,3.5,1350892221
37390,3819,3.0,974851772
100092,54503,0.5,1307434857
179071,316,2.0,1689152497
94126,1250,5.0,859545331
87191,50804,5.0,1589673518
97340,2003,1.5,1687295673
152363,593,5.0,945159263
35244,58559,5.0,1623138394
645,434,3.0,854262698
73577,1284,5.0,969083438
129767,785,3.0,973701974
117000,276,4.0,837513033
96396,114486,0.5,1469426355
43446,2918,5.0,943829108
126126,2300,3.0,1030087073
97532,380,4.0,837375902
179198,265460,3.5,1691092330
81466,116161,3.5,1548003532
141602,7206,5.0,1110628951
98992,150,3.0,845363200
79716,8961,5.0,1681506674
166276,213,4.0,974749805
104706,120799,4.5,1601652957
198240,2546,3.0,945691280
20935,592,4.0,838081387
69607,780,2.0,1191711216
101946,3504,4.0,1198867834
6669,169906,4.5,1688416948
150810,214955,4.0,1687072087
75308,6785,3.5,1267492972
169201,3211,2.5,1092144657
6145,51662,4.0,1454376246
66933,59369,4.0,1615786013
91022,45499,5.0,1282954734
106515,708,3.0,855154804
166363,2762,5.0,1488114719
69329,3593,2.0,1193861689
120229,72998,3.5,1476885151
55907,2860,3.0,1203188009
37902,3160,5.0,1218564397
9238,3255,3.0,1501363594
181993,1956,4.0,939125742
78184,100390,2.5,1591459236
86019,2712,4.0,1219890498
4109,1051,3.0,940582600
77832,45720,3.5,1486943645
31532,1270,4.0,894282980
3408,4734,2.0,1017093384
6976,357,4.5,1269053412
73738,953,5.0,1581571745
172629,2082,1.0,1117519673
11635,2571,4.0,1636996478
10259,5943,3.0,1223361842
35515,1527,3.0,974748504
101303,1405,2.5,1135802014
135001,199,3.5,1283469991
74103,134130,4.0,1572825722
54660,2621,3.0,938882478
134499,2120,3.0,945148080
134459,480,4.0,901041296
160511,89002,0.5,1505595361
54442,349,4.0,843294277
125064,435,2.0,834154464
85103,184369,4.0,1546504917
100449,56801,1.5,1496141128
176747,52245,2.5,1331530635
19509,81158,4.5,1462216737
111548,44199,4.0,1189299554
109881,353,2.5,1497537514
39321,165,3.5,1613439270
31406,282,5.0,965870407
99810,1193,5.0,1620592945
178666,74731,3.5,1269903961
188714,6870,4.5,1114282529
190023,1721,3.5,1227703774
143952,1090,4.0,1551492482
97957,6502,1.0,1438880235
73577,8368,2.5,1201944132
161153,4973,4.0,1595437995
42560,189713,2.5,1624621590
70609,356,4.0,1444130059
25024,50,5.0,852726012
7147,1610,4.0,1001896197
291,4720,4.0,1525663138
137368,2371,5.0,1480283995
22382,118696,4.5,1445614141
153076,8368,5.0,1493769770
5029,1722,3.5,1500229521
124919,177593,3.5,1569627453
47149,68237,5.0,1295575904
15651,1210,4.0,1450203845
23775,8360,2.0,1118157788
17640,1077,5.0,947175199
15391,188189,3.5,1627771569
145225,3499,4.0,1150654093
56986,4886,4.0,1111622946
178666,61401,4.0,1239633881
179709,2324,4.5,1461602380
72245,1396,4.0,939251622
114517,68954,4.0,1318472041
176481,5444,4.0,1512082331
24045,40966,1.0,1150198628
196480,2694,4.5,1196388343
156972,537,2.0,951256755
163071,58559,5.0,1325183647
159776,8988,2.5,1597275426
70591,8167,5.0,1558454341
88857,54001,5.0,1350968970
63301,480,4.0,1424381917
74948,2571,5.0,1449061294
14231,135569,4.5,1599508297
893,5464,4.5,1470854258
165357,1077,4.5,1411673679
132003,3827,3.5,1090351309
107525,2081,3.0,975120544
6071,1676,2.0,1084883798
74114,6338,3.0,1109970642
78652,2501,4.0,1372654425
99570,8636,4.0,1158423245
63055,590,5.0,866303387
147243,79590,3.0,1445578071
166212,356,4.0,1537676572
63700,104,4.0,995641065
56986,317,2.0,1111519276
58098,2028,4.5,1113174045
130655,1060,3.0,1412884888
42312,69844,4.0,1484865128
190817,122904,3.5,1487742425
12037,168252,4.5,1555385091
58410,2245,3.0,983222496
1495,485,3.0,848982842
128339,87869,3.5,1453587504
159713,741,4.0,1194310974
31176,457,4.0,1598468433
156562,101142,3.0,1367737323
63233,4011,3.5,1418241622
175454,2731,5.0,1020030142
38922,16,3.0,1139518563
578,694,3.0,851719231
37885,1059,4.0,1000770879
65079,40946,2.5,1545835643
57047,1584,3.0,1189562449
20594,122922,4.5,1559499682
71133,110102,3.0,1570984427
133133,103253,2.5,1547173186
74534,929,4.0,950411894
51341,2533,2.0,1325813267
179748,3147,4.0,1175243992
66543,45662,3.0,1653161042
75348,99114,4.0,1414719512
103291,1993,1.0,1399870139
50580,1097,5.0,945070382
43724,80586,3.0,1439164721
177435,180985,5.0,1685990289
180484,79091,3.5,1433128669
109065,2167,2.0,1601253796
109786,2987,5.0,967698801
15467,2321,3.0,978097634
20302,46976,4.0,1430587379
158519,587,4.0,1004508199
109846,22,3.0,847430346
107856,102686,4.0,1459631120
161282,79299,3.5,1366117797
82018,114662,1.0,1422092564
142346,3557,3.0,1121935281
1178,653,4.0,858240122
75658,4973,5.0,1320361728
199381,7451,4.0,1685250365
149608,2959,4.0,1164411611
112733,1956,4.0,945487625
87133,1986,2.5,1279311015
155884,2690,3.0,938823449
109213,3268,3.5,1603115961
34390,36525,3.0,1471899701
112781,81158,4.0,1293468991
29402,2012,3.0,1128834304
52479,60069,4.0,1544924289
28502,44004,1.5,1296132525
133527,314,5.0,1452487079
179577,1357,3.0,891616851
47557,116012,4.0,1474513392
56862,3699,4.0,1561226681
182532,1580,3.5,1234055568
70967,50,5.0,1455042073
34798,48516,5.0,1555115728
178300,7153,4.5,1447608970
117941,11,3.0,832852145
164119,2115,3.0,974702537
157903,5349,2.5,1588522329
9707,750,5.0,1182225306
23363,165,5.0,848412679
26202,1281,3.0,1337205647
23489,782,2.0,1117740703
40311,457,4.0,974331615
185468,1240,4.0,1498077278
99675,53953,3.0,1430250275
169810,81591,4.0,1307991713
17763,98809,4.5,1437764933
60621,7254,4.0,1553698730
137511,2265,1.0,974736114
159776,97462,2.0,1599495121
62536,100714,4.0,1381497321
148856,57274,4.0,1261331457
171418,207313,4.0,1581830944
192815,6157,4.0,1107149553
123587,3252,4.5,1231336410
38054,260,2.5,1641537177
159927,3793,3.0,974866331
194638,106100,4.5,1591471329
32728,99112,2.0,1584105000
54890,6157,3.0,1063734104
98900,161582,3.5,1663698628
35876,4446,3.5,1177809713
1209,8360,3.0,1096929544
81608,3452,2.5,1153866370
41006,3005,3.0,1122141676
31159,1207,5.0,1457815878
19980,58,3.0,1017549049
15428,50872,3.5,1204941169
192633,1214,4.0,1137188325
117752,1721,1.0,947245129
22885,292,3.0,845125458
132712,6709,3.0,1579164039
118046,3469,2.5,1109876530
71122,1260,5.0,982455246
160149,50872,3.5,1459310084
120099,1394,3.5,1128814814
10175,2289,4.0,1407021947
1209,1635,4.0,1097604497
67970,167536,1.5,1501185239
198632,3153,4.0,976644980
145098,53956,4.0,1239561478
198926,27801,3.0,1295945145
6598,3504,3.0,1122479136
59867,965,4.0,1404015532
31428,586,2.0,984560555
4635,3396,5.0,1017964347
97037,33679,3.5,1469830512
138935,593,4.0,1323573005
163810,2331,4.0,975911748
10651,148172,4.0,1488743378
16121,2012,2.5,1432529599
199470,91622,3.5,1333958052
35219,236,2.0,945045181
189459,329,4.0,1060459777
182838,1197,1.5,1682473172
131862,7325,3.5,1206140935
134942,3300,3.0,974266570
97772,1907,5.0,1539624990
33779,2706,4.0,974298814
83050,5313,1.0,1094610778
24177,2100,4.0,974711634
25633,136864,3.5,1467009679
7127,8874,4.5,1228508353
162843,5306,2.0,1041116556
126805,355,3.0,832462347
199341,1094,2.0,1129766991
86628,1639,5.0,895852423
81008,1416,2.0,1255702018
59737,174,1.0,847365161
1751,8368,4.0,1580015844
23136,4479,4.5,1478709151
149707,90888,1.5,1565079368
174853,7163,1.5,1388260631
192660,133195,4.5,1520946628
23706,84944,4.5,1615316349
53043,1370,2.5,1151778874
70318,68554,3.5,1527844228
6284,31696,4.0,1604960005
72703,34129,3.5,1144814509
160316,2124,2.0,1335065613
42569,30707,4.0,1531068803
187828,2612,3.0,1618135115
99834,2918,4.0,1611444510
110598,91658,4.5,1337807146
187468,1835,4.0,913122143
97183,208,4.0,835997076
110641,58998,1.5,1487972434
57155,6985,4.0,1213628281
10202,1794,5.0,1001090343
18322,485,2.0,848493788
149707,79293,1.5,1565079375
44019,3763,5.0,1003101334
179867,608,5.0,980130321
28439,3983,4.5,1096846905
1783,1297,5.0,1048291103
159455,40815,5.0,1166621476
167906,203322,2.5,1681969682
178444,106234,3.5,1521756533
66515,1088,4.0,1567021755
192572,79702,3.5,1301090085
158392,6870,3.5,1508569595
75982,4388,3.0,1447346711
81044,3701,3.0,965962720
109852,1645,3.0,1230854147
32595,1373,2.5,1141830433
44687,3639,4.0,962638566
94507,4963,3.5,1680510229
170685,47099,2.0,1559913207
47301,1527,4.0,1598081694
199446,1136,4.0,1309948437
156228,115713,4.5,1642787226
43543,1623,3.5,1519319150
172636,2699,1.0,1193397246
184600,2243,3.0,945786136
86628,232,3.0,867911125
156461,1265,4.5,1623371592
31630,55577,3.0,1265070715
128403,218,3.0,900943191
147981,104,4.5,1236765611
199895,5991,4.5,1585560794
47243,1587,5.0,1458765529
132763,233,4.0,832466336
174846,2115,4.0,1614485792
153800,743,3.0,851237361
19510,1120,5.0,900881547
102494,39381,5.0,1153255348
82841,57368,2.5,1201723183
52301,1090,4.0,1086011628
55384,108864,4.0,1463239558
78533,2540,1.0,974729897
44576,2860,3.5,1250490128
91996,3793,3.5,1450197410
72544,39449,3.5,1460481579
6461,4874,3.0,1073154384
15968,1562,2.0,1107791207
193682,3785,4.0,1002677506
137761,4369,4.0,1090043808
157384,2671,3.5,1113124913
158519,1307,3.0,1004508564
155954,31410,5.0,1670161767
164281,535,4.0,977300203
85799,585,2.0,1252882428
140737,193,3.5,1379884885
163553,540,4.0,835002276
161651,100044,4.5,1471309191
100568,2916,2.5,1091594715
30282,52435,4.0,1573020180
12336,87430,1.0,1435626937
90265,5102,3.0,1026408352
83508,4387,3.0,1012702251
41570,3578,5.0,1367779492
83590,2421,4.0,1015522818
97467,189333,3.0,1557608986
17433,79132,4.0,1450674696
153036,5690,2.0,1253725441
75022,485,4.0,1198168391
140400,2580,3.5,1638595350
174864,27773,5.0,1644800749
189722,3173,3.0,1032913896
60083,73064,5.0,1278062837
93509,4490,2.5,1077908953
135979,104283,5.0,1604310815
4897,89745,4.5,1581367717
185081,3397,5.0,1014071704
50267,1752,2.0,959992937
68637,32,5.0,964488862
92626,80862,3.0,1594571094
54139,63,3.0,1091997548
177468,168250,4.5,1503586337
19919,3107,2.0,1047554127
78891,1197,3.5,1059453755
36881,48780,4.5,1339356975
12917,1271,4.0,1225221311
159839,2908,4.5,1149967731
49457,783,5.0,974878243
143003,1426,3.0,858031101
171570,56174,3.5,1528326055
180509,8874,4.0,1592151018
78854,133143,3.5,1534532190
45044,253,4.0,835133830
110090,193,3.5,1286799962
88796,48780,5.0,1183510548
95354,1688,3.5,1178221757
102689,139385,5.0,1493421571
33659,322,2.0,974915477
200521,325,3.0,832991788
52772,543,3.5,1061451096
120284,5303,3.0,1685391207
186461,3253,4.0,993162769
130074,473,2.0,847418065
137283,79132,4.0,1455836905
75348,2186,4.0,1194967499
196199,1356,3.0,865676187
16121,61167,3.5,1432448210
73055,2990,2.5,1263845042
61189,5952,1.0,1459220460
169104,2169,5.0,1017889013
187210,56563,3.0,1202868205
26426,3246,3.0,1376082682
176551,3452,2.5,1146535837
94119,8013,2.5,1434877869
75010,94780,4.5,1339524663
123339,1044,5.0,850665989
71228,48394,4.5,1609528879
146032,25,5.0,864341531
124225,1263,4.0,1606032865
144698,3197,2.0,1005285615
13184,56782,5.0,1587910677
81582,106782,4.0,1598232132
131281,608,4.0,1201822757
84038,162606,2.5,1565646372
154639,1584,3.5,1424968421
115883,89753,3.5,1526763630
54084,164909,3.5,1539659119
6397,2023,4.0,1382147747
189169,7318,3.0,1475991369
193166,1272,5.0,1094260671
92934,8961,3.0,1447536596
129178,2313,4.0,1218052220
139486,60293,0.5,1689476977
63791,260,5.0,957390008
171771,2985,5.0,945418255
161527,2734,5.0,945671540
131115,1653,5.0,1307024837
194165,135143,2.5,1535478036
155671,3471,3.0,1291527453
168999,368,3.5,1089133193
18518,77820,1.0,1625853435
99508,66934,3.5,1284923939
166408,2644,4.0,1689795777
159435,780,3.0,1451247656
145815,205156,5.0,1616186234
64319,3067,4.0,1643904805
50406,2023,4.0,956617961
25411,6996,2.5,1137529754
126597,95,4.0,851601705
133909,2918,5.0,1025653978
182690,1304,4.0,1126977846
101241,379,1.5,1372175483
53414,3996,4.0,1337181788
80191,79132,4.0,1610230715
49948,142488,3.5,1474041357
148994,3301,3.0,1023406648
39463,63113,2.5,1423319362
70318,5418,3.5,1527843549
50896,5349,2.5,1439484058
25216,2657,2.0,961166775
130998,2485,3.5,1231096252
186389,789,4.0,1088468481
41071,2880,3.0,1530311162
46260,3275,5.0,1128972536
126429,195,2.5,1131581292
71140,5816,3.5,1213679924
102910,6947,4.5,1588034294
7902,153070,3.5,1696590311
167985,153,2.0,840121174
191517,2618,4.5,1085157602
53586,1704,5.0,974223904
198149,74458,3.5,1400723411
35195,2141,4.5,1577421256
139619,413,3.0,1003002615
191517,293,4.0,972552666
127823,923,4.5,1348232315
9585,4151,3.0,1016623172
67639,6323,4.0,1111545574
32410,181315,4.0,1519972447
98260,34,3.0,837850985
106267,899,4.0,1432074352
127112,919,4.0,858959409
140749,54503,4.0,1560639954
163075,40819,3.5,1201103281
180888,4571,3.5,1078273625
10554,1387,4.5,1199559884
151845,69844,5.0,1511572856
96110,1086,4.0,940680841
154246,2501,3.5,1387251852
171458,500,2.0,1649021256
4465,103384,2.5,1469684199
93807,1221,5.0,1676655121
51408,2340,1.5,1253806398
140573,3774,4.0,1112328871
44293,2427,3.5,1391603479
188422,88129,3.5,1665875585
187219,3051,3.0,942667215
87551,781,5.0,851419074
5349,56757,4.0,1586698350
11042,4992,5.0,1444245321
35006,48385,4.5,1176417466
87330,60756,3.5,1576385517
36667,5823,2.0,1049892173
12222,8368,4.0,1507834546
169057,2858,4.0,963327797
149190,1784,4.0,1018930288
17086,5294,0.5,1308628056
16781,52287,2.0,1473050610
120445,118202,3.5,1580066761
138966,210175,4.0,1590182434
61655,86377,5.0,1397952415
167402,122906,4.0,1597110660
47562,1253,3.0,1238715628
27190,6593,4.0,1462681350
73840,80551,4.0,1323958806
104122,154766,2.0,1586133384
11485,5502,3.5,1058149437
88333,2306,1.0,1167759254
122034,6711,4.0,1536545660
38629,541,5.0,1555278275
180698,7569,5.0,1448163878
98110,367,0.5,1517109492
185352,201646,3.5,1631038950
10280,138606,2.5,1471377385
84553,2539,4.0,1552661375
24105,50872,3.5,1533020401
87755,3081,4.0,1113859339
58941,4979,2.5,1317781800
169587,232,3.0,868987114
52479,60756,5.0,1544924511
48840,3253,3.0,1476795157
150740,595,4.5,1232850184
1201,198,4.0,956173400
67098,5528,4.0,1181164586
120368,6238,3.5,1053960851
41972,1835,3.5,1257183557
167727,8970,3.0,1208782584
7080,236,4.0,1432324712
130172,5971,4.5,1422289723
129669,122900,4.5,1527384283
141183,7300,3.0,1466240870
62905,356,1.0,969467444
130004,1693,4.0,1036192656
84038,175669,1.5,1568390617
81688,8972,3.0,1688849006
95887,1032,1.0,864144849
132048,6,2.0,1029253262
54275,6713,5.0,1593815540
92528,2644,4.0,1000257942
153240,2366,3.0,964128194
152433,181235,3.5,1674006888
88656,33679,3.5,1626030888
97405,235,4.0,1377612295
56507,515,4.5,1082218844
51039,130904,2.0,1473050520
90801,1432,2.0,1149504791
130916,2428,4.0,1383633254
126857,2431,4.5,1663365335
174492,247,4.0,972503352
55753,410,2.0,974052080
174816,1213,4.0,1456543510
32741,292,3.0,841401320
3018,1972,2.0,903050778
127558,296,2.0,1528602574
19556,77561,1.0,1608532013
96694,2054,4.0,1017379339
190373,122912,5.0,1521686927
68758,1240,2.5,1663861257
170525,1262,4.5,1676383160
59032,111362,4.5,1508046539
62844,235,3.0,1162693001
111544,296,5.0,1114380738
178978,6157,4.0,1153153771
70740,3285,4.0,1593114388
166634,2020,4.0,956623107
42437,31658,4.0,1642702388
80097,7099,4.0,1538000190
62281,593,4.0,1572464772
95521,2572,3.0,1630255224
160263,2140,2.0,974611961
197197,1097,5.0,1236267123
160906,1584,3.0,1107135064
123317,2704,1.0,945191640
110831,3798,4.0,985485814
115844,3741,3.5,1131317282
33323,8831,3.5,1155590862
23455,1207,5.0,1194395384
56791,86332,5.0,1432346656
78615,2352,3.5,1337174253
164360,3972,3.5,1141857446
199744,480,1.5,1242831145
41838,1954,3.0,1215523848
139202,829,3.0,864420830
135536,112183,5.0,1452013040
120445,188375,1.0,1526157640
98575,748,4.0,974605084
114313,132954,4.5,1493848964
191312,26000,5.0,1507260080
89166,119145,4.0,1587132326
27878,8798,4.0,1167261892
97419,152077,2.0,1623714413
43639,166291,4.5,1644151833
1839,223,3.5,1112157207
65902,3275,4.0,1231978573
118187,76093,5.0,1502911543
96726,1136,5.0,867211309
200767,8985,2.5,1184953701
99265,4661,3.0,1130892266
105340,551,4.0,1081229305
139380,175,0.5,1317656073
141557,116977,2.0,1695047579
143842,8984,3.0,1238442963
71727,3147,4.0,1553440269
43639,27193,2.5,1454551832
1298,3079,4.0,1134328558
132527,53894,4.0,1226342664
36831,1060,3.0,995059454
125164,78499,3.5,1497385800
8812,2502,3.5,1435144307
91280,90531,3.0,1445982908
72059,364,5.0,1417221943
134464,364,3.5,1696116306
128403,500,4.0,900943079
160511,48516,4.0,1505595358
127944,2115,3.5,1113881004
108200,3831,4.0,980989155
33097,79293,3.5,1469934762
86175,442,4.0,832081130
100705,2642,2.0,961204825
81868,6283,4.5,1437361080
99726,79132,5.0,1475585158
156595,95,4.0,850945003
16121,2353,3.5,1432530432
109213,34405,3.5,1603676966
128353,597,4.0,846981024
192733,2541,3.5,1184639481
178647,1619,4.0,1332964700
69330,3671,5.0,1264372488
76958,7361,5.0,1179908250
34586,7438,4.5,1175972921
135376,5995,5.0,1115279048
166678,292,4.0,847121654
37990,1066,4.0,945460451
68074,89745,2.0,1526211165
92088,177939,4.5,1696354277
24261,115617,4.5,1644338330
31530,6197,3.5,1653818868
64755,300,4.0,883383570
142578,94959,3.5,1449863022
82329,527,4.5,1152743179
88310,6365,3.5,1679518465
165204,30793,4.0,1262666803
49648,2433,3.0,943021186
20951,32,4.0,848484329
144643,1952,4.5,1155458582
116351,31696,3.0,1112933421
126330,61024,3.5,1641702140
124648,5604,0.5,1489499248
5029,8814,3.5,1500228797
169345,166705,3.5,1676243629
193475,7022,2.5,1217346478
80603,6988,3.5,1115829007
58275,56367,4.0,1224532702
131862,1373,1.0,1206315323
182341,6534,3.0,1446641424
108488,53996,2.5,1627718370
11250,69122,5.0,1547953091
173991,7060,2.0,1131806690
23586,5378,3.0,1619994955
163591,5782,3.5,1226430478
131729,6296,2.0,1087530232
72940,1101,5.0,953821834
137228,4993,5.0,1043750680
37432,47518,3.5,1626303475
21310,497,3.0,835546866
100568,3148,2.0,1068159590
180172,283649,3.5,1676027230
179535,106782,5.0,1483595043
187316,71838,2.0,1445502953
29361,2285,2.0,1674627736
65249,2012,4.0,1086226029
153016,1747,1.5,1219211532
79987,2321,3.5,1078345474
38021,1073,5.0,861015760
146034,253,3.0,1656357673
118180,45517,2.5,1359961645
118050,73017,3.5,1623790640
124235,6323,5.0,1139455701
40907,177,2.0,835304821
110570,916,4.0,947437986
45810,353,5.0,841515661
150061,7360,3.5,1270741497
140400,275245,4.0,1672184465
60355,2735,3.0,948172022
55863,1086,4.0,1433818360
133337,1056,3.0,939972497
105850,2174,4.5,1651291578
116905,1036,4.5,1289254681
113480,202439,5.0,1602314085
135336,135137,3.0,1627096695
49706,910,5.0,1483317502
76984,741,5.0,914029978
144072,551,4.0,1675046374
35876,54787,3.0,1189047303
74047,1047,3.0,1000223583
149190,1688,3.0,1018034958
186483,2450,4.0,976592483
87256,208703,3.5,1593971431
11235,558,2.0,993259608
72936,2571,2.0,947110405
191293,924,5.0,849990639
78719,6996,0.5,1070918291
118491,2424,3.0,1425618217
48568,2321,3.0,1334003742
168422,3148,3.5,1192011427
102185,97913,4.0,1467573550
169680,3368,4.0,1587101497
37259,1663,3.5,1111553169
103806,59315,4.0,1530459823
120229,6934,1.5,1476885049
156586,4218,3.0,1046630306
133623,3273,3.0,1458257218
185451,1246,4.5,1554024643
116622,171763,4.0,1601609848
78248,31804,5.0,1471537264
142750,48780,3.5,1500060803
8588,3127,3.0,1469076401
110457,2628,4.0,965010566
118609,52952,3.0,1485118482
66108,1213,4.0,1447072509
179467,110,5.0,1026776329
149500,91500,4.0,1336511997
166866,2455,0.5,1348986336
141666,2116,5.0,1346536043
105850,5810,3.0,1674523050
32578,296,4.5,1472331864
19473,4956,2.5,1092006134
47682,485,3.0,835927790
4344,379,2.5,1352768115
124280,109487,5.0,1631204887
